symbol,roa,roe,mce,niev,aegr,afcf,inc,avrt,wacc,ytd,exp_rat,debt / assets,inc / earn
TCBIP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TCBIL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TCBI,0.01,0.09,1.03,0.08,70.22,120.54,['1996'],0.06,0.05,17.17,0.6,0.03,0.0
TBRGW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TBRGU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TBRG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TBPH,-0.52,1.68,-2.24,-0.26,-0.33,-11.56,,0.32,-0.24,0.73,5.3,1.6,-0.2
TBNK,0.01,0.08,0.82,0.08,-2.41,22.96,['1921'],0.05,0.03,20.3,0.61,0.07,0.0
TBK,0.01,0.1,1.86,0.07,33.01,-21.05,['1981'],0.06,0.05,17.17,0.63,0.03,0.0
TBIO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TBBK,0.01,0.16,2.67,0.06,17.21,-124.78,['1999'],0.09,0.07,11.81,0.52,0.02,0.0
TAYD,0.05,0.06,1.1,0.05,21.62,55.53,['1955'],0.08,0.08,13.3,0.92,0.0,0.0
TATT,-0.03,-0.04,0.75,-0.06,-304.2,-578.96,1969,-0.05,-0.04,-20.4,1.07,0.05,-0.13
TAST,-0.01,-0.09,0.37,-0.55,-125.85,-112.96,['1960'],-0.06,-0.01,-16.77,1.0,0.27,-4.46
TAPR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TAOP,-0.21,0.33,0.55,-0.94,12.77,-70.75,['1993'],-0.04,-0.04,-25.4,1.36,0.0,-0.1
TANNZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TANNL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TANNI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TANH,-0.04,-0.05,1.2,-0.06,0.0,-89.36,,-0.06,-0.06,-17.27,0.0,0.0,-0.09
TACT,-0.01,-0.02,1.56,-0.07,-435.98,-57.1,['1996'],-0.02,,,1.24,,-0.02
TACOW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TACO,-0.04,-0.16,2.14,-0.2,-270.01,8.02,,-0.12,-0.06,-8.93,0.95,0.15,0.21
TA,-0.02,-0.04,1.11,0.08,-263.47,-20.13,['1972'],-0.04,0.01,-24.9,0.98,0.15,0.38
SYRS,-0.49,-0.92,3.02,-0.34,11.84,-20.83,,-0.95,-0.61,-7.15,5.23,0.22,-0.04
SYPR,-0.01,-0.07,2.52,0.06,-18.11,-155.8,['1997'],-0.05,-0.03,-20.3,0.99,0.09,0.67
SYNT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SYNL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SYNH,0.02,0.05,1.03,0.07,169.73,-13.0,,0.04,0.03,25.3,0.92,0.34,0.19
SYNC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SYNA,0.04,0.1,3.2,0.06,-142.76,-32.83,['1986'],0.09,0.06,11.71,0.79,0.34,0.08
SYMC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SYKE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SYBX,-0.34,-0.41,0.29,-1.4,7.86,10.11,1891,-0.55,-0.55,-7.32,35.64,0.0,-0.0
SYBT,0.01,0.14,2.92,0.04,11.64,-13.93,['1904'],0.08,0.08,13.3,0.5,0.0,0.0
SWIR,-0.1,-0.17,3.96,-0.08,78.99,-178.85,['1993'],-0.18,-0.17,-7.26,1.13,0.02,-0.01
SWIN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SVVC,-0.17,-0.18,0.09,-0.92,-185.65,-91513.76,,-0.26,-0.26,-6.45,0.52,0.0,0.0
SVRA,-0.43,-0.6,1.14,-0.26,-7.59,-0.02,,-0.73,-0.64,-7.77,inf,0.1,-0.06
SVBI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SVA,0.08,0.14,0.86,0.17,78.77,589.85,,0.15,0.15,8.17,0.58,0.0,0.01
SUSC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SUSB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SURF,-0.15,-0.33,0.38,-1.74,96.65,-176.38,,-0.32,-0.25,-5.62,29.29,0.13,-0.03
SUPN,0.08,0.17,2.27,0.03,-14.59,1.11,,0.16,0.13,7.55,0.82,0.22,0.22
SUNW,-0.26,-0.62,0.98,-0.37,66.86,-16.03,,-0.57,,,1.23,,-0.02
SUNS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SUMR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STXB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STX,0.17,4.68,111.95,0.14,2.09,-2.95,['1978'],2.51,0.1,1.4,0.83,0.57,0.13
STRT,0.0,0.0,0.55,0.07,-173.47,-284.46,['1908'],0.0,0.0,inf,0.98,0.03,0.03
STRS,0.01,0.02,1.36,0.27,144.99,163.96,['1992'],0.02,0.02,50.2,1.73,0.2,-0.16
STRM,-0.09,-0.32,2.75,-0.07,-823.89,-809.55,['1989'],-0.25,-0.19,-5.9,1.46,0.16,-0.03
STRL,0.05,0.17,2.59,0.07,37.51,-29.06,['1955'],0.14,0.08,7.94,0.93,0.35,0.17
STRA,0.02,0.03,1.16,0.03,-215.86,-14.93,['1892'],0.04,0.04,25.4,0.9,0.06,0.03
STPP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STNLW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STNLU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STNL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STND,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STMP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STML,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STLRW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STLRU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STLR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STKS,0.06,0.21,3.39,0.15,10.09,-114.57,,0.16,0.16,7.85,0.9,0.1,0.14
STKL,0.0,-0.13,3.44,-0.0,-3510.43,-64.46,['1973'],-0.06,-0.02,-16.87,0.98,0.23,0.5
STIM,-0.27,-0.6,1.61,-0.23,9.56,-9.17,,-0.57,-0.37,-5.45,1.49,0.25,-0.15
STFC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STDY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STCN,-0.03,-2.04,10.8,-0.66,122.09,-38.9,['1986'],-1.05,0.06,-0.35,0.98,0.54,2.14
STBZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STBA,0.01,0.08,1.21,0.08,113.04,30.99,['1902'],0.05,0.05,20.5,0.57,0.01,0.0
STAY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
STAF,-0.05,3.13,1.77,0.2,14.25,-45.97,,1.52,1.66,17.26,1.02,0.0,-1.0
STAA,0.05,0.06,11.24,0.01,146.41,-22.16,['1982'],0.08,0.08,13.3,0.86,0.0,0.0
SSYS,-0.13,-0.17,0.98,-0.07,1300.96,-1441.72,['1989'],-0.22,,,1.12,,-0.07
SSTI,-0.02,-0.05,11.77,-0.01,-219.85,24.65,['1996'],-0.04,-0.04,-25.4,1.07,0.0,0.0
SSRM,0.04,0.06,0.9,0.12,567.17,-521.74,['1946'],0.07,0.07,14.99,0.63,0.06,0.03
SSP,0.02,0.08,0.77,0.1,-603.38,-104.1,['1878'],0.06,0.05,17.17,0.82,0.47,0.39
SSNT,0.1,0.21,1.9,-0.01,738.33,289.07,['1988'],0.2,0.19,6.9,1.01,0.03,-0.2
SSNC,0.03,0.09,2.15,0.06,131.81,-19.52,['1986'],0.08,0.05,13.0,0.75,0.34,0.16
SSLJ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SSKN,-0.08,-0.13,1.2,-0.09,-9.43,131.07,['1989'],-0.15,-0.11,-7.77,1.15,0.16,-0.07
SSFN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SSC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SSB,0.01,0.07,1.27,0.08,87.72,-1.04,['1933'],0.05,0.05,20.5,0.52,0.01,0.0
SRTSW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SRRK,-0.3,-0.5,1.61,-0.48,41.79,-61.07,,-0.55,-0.43,-6.12,7.9,0.16,0.0
SRRA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SRPT,-0.23,-0.6,10.77,-0.04,16.88,-753.63,['1980'],-0.53,-0.21,-3.99,1.64,0.35,-0.14
SRNE,-0.51,-2.98,5.37,-1.01,29.73,-19.91,,-2.0,-0.78,-8.3,7.96,0.16,-0.03
SREV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SRET,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SRDX,0.01,0.01,3.62,0.01,-26.08,348.51,['1979'],0.02,0.02,50.2,0.96,0.0,0.07
SRCLP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SRCL,-0.03,-0.07,1.97,-0.01,-31.08,-0.49,['1989'],-0.06,-0.02,-16.87,0.91,0.29,0.31
SRCE,0.01,0.11,1.53,0.08,15.23,-5.97,['1863'],0.06,0.05,17.17,0.54,0.01,0.0
SRAX,-0.41,-0.79,2.21,-0.76,-56.4,-13.15,,-0.8,,,1.0,,-121.12
SQQQ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SQLV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SQBG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SPWR,-0.02,1.79,10.69,-0.01,611.07,148.14,['1985'],0.88,0.45,5.64,1.01,0.27,-1.8
SPWH,0.09,0.32,1.38,0.25,118.62,-180.04,['1986'],0.25,,,0.93,,0.01
SPTN,0.02,0.06,1.49,0.06,378.78,43.95,['1917'],0.05,0.04,20.4,0.99,0.16,0.12
SPSC,0.07,0.09,9.78,0.01,24.76,-23.7,['1987'],0.12,0.12,9.53,0.86,0.0,0.0
SPRT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SPRO,-0.48,-0.7,0.71,-1.44,29.79,,,-0.83,-0.83,-9.5,5.82,0.0,-0.02
SPPI,-0.74,-1.39,1.48,-2.25,11.56,-12.43,['1987'],-1.44,-1.44,-15.09,inf,0.0,
SPOK,-0.07,-0.1,0.92,-0.14,296.28,143.19,['1986'],-0.12,-0.12,-9.53,1.08,0.0,0.0
SPNS,0.05,0.1,2.59,0.04,52.92,-27.36,['1982'],0.1,0.09,10.9,0.88,0.11,0.07
SPNE,-0.2,-0.25,0.82,-0.21,17.65,-29.05,,-0.32,,,1.27,,0.0
SPLK,-0.13,-1.73,55.84,-0.11,79.78,-131.33,,-1.0,-0.02,-1.2,1.41,0.54,-0.16
SPKEP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SPKE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SPI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SPHS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SPEX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SPCB,-0.27,-1.52,11.28,-0.2,-9.89,-12.04,['1988'],-1.03,-0.03,-1.27,1.38,0.72,-0.77
SPAR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SP,-0.01,-0.13,3.63,0.04,-193.57,24.58,['1929'],-0.08,0.0,-12.5,0.88,0.26,0.29
SOXX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SORL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SONC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SONA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SOLOW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SOLO,-0.49,-0.68,0.55,-0.31,112.28,-34.48,,-0.83,-0.83,-9.5,29.94,0.0,0.0
SOHOO,-0.04,2.03,-1.23,-0.26,0.0,-289.3,,0.97,-0.19,-0.87,0.0,0.87,5.99
SOHOK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SOHOB,-0.04,2.03,-1.18,-0.27,0.0,-289.3,,0.97,-0.19,-0.87,0.0,0.87,5.99
SOHO,-0.04,2.03,-0.42,-0.77,-362.05,-289.3,,0.97,-0.19,-0.87,0.97,0.87,5.99
SOFO,,,,0.0,-88.45,,['1991'],,,,,,
SODA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SOCL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNSS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNSR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNPS,0.08,0.13,9.69,0.01,20.63,-38.06,['1986'],0.15,0.15,8.17,0.82,0.0,0.0
SNOAW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNOA,-0.39,-0.76,0.6,-0.97,-7.93,54.11,['1999'],-0.77,,,1.47,,-0.0
SNNA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNMX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNLN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNHY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNHNL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNHNI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNGXW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SNGX,-0.85,-3.43,2.32,-0.51,21.71,-13.52,['1987'],-2.56,-1.29,-13.29,16.94,0.37,-0.07
SNFCA,0.02,0.13,0.45,0.29,110.56,-114.18,['1965'],0.08,0.08,13.3,0.87,0.06,0.12
SNES,-1.4,-2.16,3.88,-0.21,-10.82,6.49,,-2.48,,,15.89,,-0.0
SNDX,-0.49,-0.85,2.87,0.02,-42.59,-113.22,,-0.92,-0.87,-9.79,0.81,0.04,0.07
SNDE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SND,0.03,0.04,0.38,-0.55,-52.06,-114.6,,0.05,0.05,20.5,1.35,0.04,-0.05
SNBR,0.15,-0.53,-1.61,0.22,32.74,-25.39,['1987'],-0.12,-0.12,-9.53,0.91,0.0,0.03
SMTX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SMTC,0.07,0.1,2.66,0.06,47.83,11.28,['1960'],0.12,0.1,9.33,0.8,0.15,0.04
SMSI,-0.04,-0.04,1.19,-0.26,-465.93,-86.14,['1982'],-0.06,-0.06,-17.27,1.28,0.0,
SMRT,-0.37,0.33,1.08,-0.15,58.27,-40.65,,-0.2,,,1.64,,-0.0
SMPLW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SMPL,0.02,0.03,2.58,0.03,-77.41,-3.02,,0.04,0.04,25.4,0.83,0.19,0.11
SMMT,-0.37,-0.48,1.07,-1.0,-86.12,-10.7,,-0.61,-0.61,-7.74,48.64,0.0,-0.0
SMMF,0.01,0.13,1.19,0.12,19.28,-15.05,['1987'],0.08,0.06,13.1,0.5,0.03,0.0
SMIT,-0.09,-1.85,6.29,-0.86,-262.77,5450.9,['1984'],-1.02,-0.18,-2.78,2.07,0.11,-0.0
SMCP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SMCI,0.06,0.11,3.27,0.06,68.28,-248.89,['1993'],0.12,0.11,9.43,0.94,0.05,0.02
SMBK,0.01,0.07,1.15,0.07,27.1,-24.75,,0.05,0.04,20.4,0.6,0.03,0.0
SMBC,0.01,0.14,1.45,0.1,22.19,-20.86,['1887'],0.08,0.07,13.2,0.49,0.02,0.0
SLVO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SLS,-0.99,-2.51,1.92,-0.53,-6.63,27.28,,-2.24,-2.24,-22.85,3.58,0.0,
SLRC,0.03,0.06,0.72,0.1,65.62,-152.87,,0.06,0.05,17.17,0.35,0.4,0.33
SLQD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SLP,0.09,0.1,4.67,0.01,13.72,,['1996'],0.14,0.14,8.54,0.72,0.0,
SLNOW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SLNO,-0.59,-1.19,4.89,-0.36,45.43,-24.35,['1999'],-1.18,-1.18,-12.65,inf,0.0,
SLMBP,0.03,0.35,1.99,0.31,0.0,244.77,['1972'],0.2,0.05,5.5,0.0,0.2,0.0
SLM,0.03,0.35,2.65,0.23,34.23,244.77,['1972'],0.2,0.05,5.5,0.25,0.2,0.0
SLIM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SLGN,0.05,0.23,3.75,0.06,20.71,1.26,['1987'],0.16,0.06,6.85,0.89,0.48,0.18
SLGL,-0.33,-0.37,2.0,0.03,-38.52,74.66,['1997'],-0.52,-0.52,-7.12,0.91,0.0,0.0
SLDB,-0.62,-0.77,3.57,-0.1,4.6,7.31,,-1.0,-1.0,-11.0,6.3,0.0,0.0
SLCT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SKYY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SKYW,0.03,0.09,0.39,0.13,-498.49,-1837.03,['1972'],0.08,0.05,13.0,1.02,0.38,-1.98
SKYS,-0.05,-0.43,4.07,-0.28,-306.28,192.37,,-0.26,-0.97,-13.55,0.96,0.37,7.47
SKOR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SKIS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SIVB,0.01,0.17,1.04,0.14,24.91,-19.46,['1983'],0.1,0.08,10.8,0.5,0.01,0.0
SITO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SIRI,0.09,-0.61,-9.9,0.05,265.04,-1.68,,-0.22,0.15,-3.05,0.77,0.86,0.2
SIR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SINO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SINA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SIMO,0.14,0.19,3.27,0.09,46.77,-38.85,['1995'],0.24,0.24,6.57,0.73,0.0,
SILC,0.05,0.06,1.88,0.04,3.33,144.67,['1987'],0.08,0.08,13.3,0.9,0.0,0.0
SIGM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SIGI,0.03,0.12,2.04,0.07,35.47,-15.59,['1926'],0.09,0.08,11.91,0.84,0.05,0.05
SIFI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SIEN,-0.46,39.35,0.42,-3.65,-5.68,13.09,,19.22,7.68,76.85,1.57,0.31,-0.18
SIEB,0.2,0.26,0.99,0.1,-5.73,-2118.89,['1934'],0.33,0.29,5.93,0.89,0.0,0.0
SIC,-0.01,-0.03,2.44,-0.03,-233.82,-165.26,,-0.02,-0.0,-50.0,0.99,0.36,4.31
SHY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHSP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHPG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHOS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHOO,0.09,0.14,3.45,0.07,-413.35,120.96,['1990'],0.16,0.16,7.85,0.87,0.0,0.01
SHLO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHLDW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHLD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SHIPW,6.11,7.19,0.0,-42.78,0.0,86.94,,9.7,1.73,17.4,0.0,0.73,6.19
SHIP,-0.02,-0.35,0.36,0.47,-104.26,-1223.4,,-0.19,-0.1,-6.26,0.57,0.15,0.22
SHBI,0.01,0.09,1.12,0.04,-13.46,-75.23,['1876'],0.06,0.05,17.17,0.6,0.02,0.0
SGYP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SGRY,-0.02,-0.46,2.26,-0.03,-15.78,202.14,,-0.25,-0.02,-4.2,0.86,0.42,0.73
SGRP,0.01,0.02,1.53,-0.06,-123.2,189.71,['1967'],0.02,0.04,50.4,0.97,0.01,0.07
SGOC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SGMS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SGMO,-0.16,-0.28,1.38,-0.34,37.92,-154.31,['1995'],-0.3,-0.3,-6.33,2.66,0.0,0.0
SGMA,0.0,0.0,0.0,0.0,0.0,0.0,['1993'],0.0,0.0,10.0,0.0,0.0,0.0
SGLBW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SGLB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SGH,0.03,0.11,1.14,0.16,-618.1,52.98,['1988'],0.08,0.05,13.0,0.91,0.38,0.14
SGEN,-0.06,-0.08,7.4,-0.03,-241.82,-124.95,['1997'],-0.1,-0.1,-11.0,1.43,0.0,0.0
SGC,0.06,0.13,0.73,0.18,60.95,-1636.39,['1920'],0.12,0.09,9.23,0.92,0.21,0.03
SGBX,-0.49,-0.77,0.81,-0.66,47.17,-10.17,,-0.88,-0.85,-9.64,1.16,0.02,-0.0
SGA,0.04,0.05,0.77,0.07,-266.88,5.15,['1986'],0.06,,,0.86,,0.02
SFST,0.01,0.13,1.38,0.12,48.55,33.73,['1999'],0.08,0.07,13.2,0.47,0.01,0.0
SFNC,0.01,0.09,0.82,0.1,7.94,24.19,['1903'],0.06,0.04,17.07,0.56,0.07,0.0
SFM,0.08,0.28,3.83,0.07,23.81,-14.6,,0.22,0.18,6.35,0.94,0.09,0.03
SFLY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SFIX,-0.08,-0.18,1.35,-0.47,621.58,-170.33,,-0.17,-0.17,-7.58,1.09,0.0,0.0
SFET,-0.84,-2.22,4.03,-0.13,12.75,1.03,,-1.95,-1.95,-20.01,2.44,0.0,0.0
SFBS,0.02,0.18,3.59,0.05,15.04,-12.74,,0.11,0.1,10.09,0.31,0.0,0.0
SFBC,0.01,0.1,1.14,0.09,0.0,-459.98,['1953'],0.06,0.05,17.17,0.0,0.01,0.0
SESN,-0.36,1.42,0.62,-0.0,13.8,-24.17,,0.35,0.35,6.36,2.06,0.0,0.0
SES,-0.38,0.29,0.0,0.0,59.75,-13.88,,-0.24,-0.24,-6.57,inf,0.0,0.0
SELF,0.02,0.03,1.16,0.06,345.95,-8.69,,0.04,0.05,25.5,0.74,0.27,0.39
SELB,-0.65,2.04,6.58,-0.17,-17.85,-129.97,,0.37,0.03,3.0,1.05,0.12,-0.62
SEII,-1.73,1.16,-0.13,-2.62,-50.94,82.97,['1987'],-1.15,-2.02,-21.07,18.02,1.06,-0.09
SEED,-0.42,2.68,-0.39,-1.65,-4.99,197.38,['1997'],0.92,,,2.47,,-0.13
SEDG,0.09,0.17,12.28,0.01,10.02,40.98,,0.18,0.13,6.86,0.89,0.21,0.03
SECO,-0.02,-0.04,0.01,-29.65,178.89,71.85,,-0.04,0.01,-24.9,1.2,0.3,-0.22
SEAC,-0.29,-0.43,0.37,-0.47,0.51,60.14,['1993'],-0.5,,,1.26,,0.0
SDVY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
SCZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
